X	Y	Time
3240	1040	1.07784E+03
3280	1040	1.07786E+03
3320	1040	1.07751E+03
3360	1040	1.07677E+03
3400	1040	1.07520E+03
3440	1040	1.07370E+03
3480	1040	1.07256E+03
40	1080	1.11077E+03
80	1080	1.11167E+03
120	1080	1.11277E+03
160	1080	1.11212E+03
200	1080	1.11141E+03
240	1080	1.10835E+03
280	1080	1.10761E+03
320	1080	1.10684E+03
360	1080	1.10668E+03
400	1080	1.10656E+03
440	1080	1.10643E+03
480	1080	1.10663E+03
520	1080	1.10684E+03
560	1080	1.10666E+03
600	1080	1.10749E+03
640	1080	1.10837E+03
680	1080	1.10925E+03
720	1080	1.11056E+03
760	1080	1.11146E+03
800	1080	1.11209E+03
840	1080	1.11235E+03
880	1080	1.11160E+03
920	1080	1.11035E+03
960	1080	1.10928E+03
1000	1080	1.10890E+03
1040	1080	1.10873E+03
1080	1080	1.10782E+03
1120	1080	1.10726E+03
1160	1080	1.10611E+03
1200	1080	1.10539E+03
1240	1080	1.10180E+03
1280	1080	1.09999E+03
1320	1080	1.09912E+03
1360	1080	1.09946E+03
1400	1080	1.09948E+03
1440	1080	1.09876E+03
1480	1080	1.09798E+03
1520	1080	1.09683E+03
1560	1080	1.09635E+03
1600	1080	1.09484E+03
1640	1080	1.09458E+03
1680	1080	1.09466E+03
1720	1080	1.09537E+03
1760	1080	1.09584E+03
1800	1080	1.09614E+03
1840	1080	1.09611E+03
1880	1080	1.09574E+03
1920	1080	1.09542E+03
1960	1080	1.09531E+03
2000	1080	1.09525E+03
2040	1080	1.09450E+03
2080	1080	1.09506E+03
2120	1080	1.09487E+03
2160	1080	1.09483E+03
2200	1080	1.09433E+03
2240	1080	1.09400E+03
2280	1080	1.09351E+03
2320	1080	1.09238E+03
2360	1080	1.09223E+03
2400	1080	1.09237E+03
2440	1080	1.09189E+03
2480	1080	1.09130E+03
2520	1080	1.09195E+03
2560	1080	1.09243E+03
2600	1080	1.09367E+03
2640	1080	1.09469E+03
2680	1080	1.09404E+03
2720	1080	1.09262E+03
2760	1080	1.08986E+03
2800	1080	1.08732E+03
2840	1080	1.08522E+03
2880	1080	1.08384E+03
2920	1080	1.08238E+03
2960	1080	1.08146E+03
3000	1080	1.08131E+03
3040	1080	1.08022E+03
3080	1080	1.07901E+03
3120	1080	1.07836E+03
3160	1080	1.07749E+03
3200	1080	1.07768E+03
3240	1080	1.07804E+03
3280	1080	1.07846E+03
3320	1080	1.07852E+03
3360	1080	1.07779E+03
3400	1080	1.07718E+03
3440	1080	1.07648E+03
3480	1080	1.07596E+03
40	1120	1.10896E+03
80	1120	1.11055E+03
120	1120	1.11176E+03
160	1120	1.11181E+03
200	1120	1.11119E+03
240	1120	1.10841E+03
280	1120	1.10782E+03
320	1120	1.10772E+03
360	1120	1.10719E+03
400	1120	1.10693E+03
440	1120	1.10690E+03
480	1120	1.10672E+03
520	1120	1.10683E+03
560	1120	1.10723E+03
600	1120	1.10812E+03
640	1120	1.10895E+03
680	1120	1.10941E+03
720	1120	1.11084E+03
760	1120	1.11160E+03
800	1120	1.11198E+03
840	1120	1.11171E+03
880	1120	1.11100E+03
920	1120	1.10998E+03
960	1120	1.10883E+03
1000	1120	1.10841E+03
1040	1120	1.10828E+03
1080	1120	1.10789E+03
1120	1120	1.10648E+03
1160	1120	1.10515E+03
1200	1120	1.10381E+03
1240	1120	1.09862E+03
1280	1120	1.09759E+03
1320	1120	1.09694E+03
1360	1120	1.09755E+03
1400	1120	1.09727E+03
1440	1120	1.09677E+03
1480	1120	1.09637E+03
1520	1120	1.09621E+03
1560	1120	1.09596E+03
1600	1120	1.09509E+03
1640	1120	1.09432E+03
1680	1120	1.09456E+03
1720	1120	1.09514E+03
1760	1120	1.09580E+03
1800	1120	1.09564E+03
1840	1120	1.09531E+03
1880	1120	1.09492E+03
1920	1120	1.09412E+03
1960	1120	1.09400E+03
2000	1120	1.09393E+03
2040	1120	1.09365E+03
2080	1120	1.09313E+03
2120	1120	1.09331E+03
2160	1120	1.09279E+03
2200	1120	1.09243E+03
2240	1120	1.09235E+03
2280	1120	1.09157E+03
2320	1120	1.09105E+03
2360	1120	1.09072E+03
2400	1120	1.09033E+03
2440	1120	1.09054E+03
2480	1120	1.08942E+03
2520	1120	1.09029E+03
2560	1120	1.09191E+03
2600	1120	1.09245E+03
2640	1120	1.09337E+03
2680	1120	1.09271E+03
2720	1120	1.09132E+03
2760	1120	1.08970E+03
2800	1120	1.08685E+03
2840	1120	1.08549E+03
2880	1120	1.08403E+03
2920	1120	1.08294E+03
2960	1120	1.08202E+03
3000	1120	1.08142E+03
3040	1120	1.08015E+03
3080	1120	1.07972E+03
3120	1120	1.07882E+03
3160	1120	1.07820E+03
3200	1120	1.07823E+03
3240	1120	1.07837E+03
3280	1120	1.07946E+03
3320	1120	1.07962E+03
3360	1120	1.07908E+03
3400	1120	1.07865E+03
3440	1120	1.07816E+03
3480	1120	1.07769E+03
40	1160	1.10975E+03
80	1160	1.11118E+03
120	1160	1.11179E+03
160	1160	1.11235E+03
200	1160	1.11033E+03
240	1160	1.10897E+03
280	1160	1.10857E+03
320	1160	1.10865E+03
360	1160	1.10786E+03
400	1160	1.10759E+03
440	1160	1.10689E+03
480	1160	1.10710E+03
520	1160	1.10732E+03
560	1160	1.10823E+03
600	1160	1.10889E+03
640	1160	1.10926E+03
680	1160	1.10963E+03
720	1160	1.11083E+03
760	1160	1.11116E+03
800	1160	1.11134E+03
840	1160	1.11089E+03
880	1160	1.10996E+03
920	1160	1.10934E+03
960	1160	1.10769E+03
1000	1160	1.10687E+03
1040	1160	1.10680E+03
1080	1160	1.10608E+03
1120	1160	1.10537E+03
1160	1160	1.10242E+03
1200	1160	1.10029E+03
1240	1160	1.09756E+03
1280	1160	1.09644E+03
1320	1160	1.09561E+03
1360	1160	1.09474E+03
1400	1160	1.09437E+03
1440	1160	1.09448E+03
1480	1160	1.09488E+03
1520	1160	1.09477E+03
1560	1160	1.09471E+03
1600	1160	1.09477E+03
1640	1160	1.09450E+03
1680	1160	1.09481E+03
1720	1160	1.09497E+03
1760	1160	1.09520E+03
1800	1160	1.09471E+03
1840	1160	1.09346E+03
1880	1160	1.09287E+03
1920	1160	1.09194E+03
1960	1160	1.09194E+03
2000	1160	1.09210E+03
2040	1160	1.09194E+03
2080	1160	1.09211E+03
2120	1160	1.09129E+03
2160	1160	1.09138E+03
2200	1160	1.09120E+03
2240	1160	1.09056E+03
2280	1160	1.09012E+03
2320	1160	1.08974E+03
2360	1160	1.08930E+03
2400	1160	1.08858E+03
2440	1160	1.08905E+03
2480	1160	1.08792E+03
2520	1160	1.08876E+03
2560	1160	1.09001E+03
2600	1160	1.09136E+03
2640	1160	1.09251E+03
2680	1160	1.09209E+03
2720	1160	1.08998E+03
2760	1160	1.08825E+03
2800	1160	1.08707E+03
2840	1160	1.08556E+03
2880	1160	1.08383E+03
2920	1160	1.08274E+03
2960	1160	1.08166E+03
3000	1160	1.08120E+03
3040	1160	1.08056E+03
3080	1160	1.07996E+03
3120	1160	1.07947E+03
3160	1160	1.07880E+03
3200	1160	1.07920E+03
3240	1160	1.07937E+03
3280	1160	1.08005E+03
3320	1160	1.07992E+03
3360	1160	1.07952E+03
3400	1160	1.07926E+03
3440	1160	1.07886E+03
3480	1160	1.07772E+03
40	1200	1.11034E+03
80	1200	1.11178E+03
120	1200	1.11285E+03
160	1200	1.11249E+03
200	1200	1.10942E+03
240	1200	1.10901E+03
280	1200	1.10866E+03
320	1200	1.10854E+03
360	1200	1.10824E+03
400	1200	1.10777E+03
440	1200	1.10754E+03
480	1200	1.10773E+03
520	1200	1.10799E+03
560	1200	1.10863E+03
600	1200	1.10937E+03
640	1200	1.10978E+03
680	1200	1.11031E+03
720	1200	1.11064E+03
760	1200	1.11106E+03
800	1200	1.11065E+03
840	1200	1.11041E+03
880	1200	1.10940E+03
920	1200	1.10851E+03
960	1200	1.10713E+03
1000	1200	1.10622E+03
1040	1200	1.10611E+03
1080	1200	1.10456E+03
1120	1200	1.10286E+03
1160	1200	1.10033E+03
1200	1200	1.09892E+03
1240	1200	1.09590E+03
1280	1200	1.09458E+03
1320	1200	1.09381E+03
1360	1200	1.09304E+03
1400	1200	1.09218E+03
1440	1200	1.09208E+03
1480	1200	1.09219E+03
1520	1200	1.09217E+03
1560	1200	1.09309E+03
1600	1200	1.09373E+03
1640	1200	1.09354E+03
1680	1200	1.09396E+03
1720	1200	1.09417E+03
1760	1200	1.09380E+03
1800	1200	1.09288E+03
1840	1200	1.09129E+03
1880	1200	1.08978E+03
1920	1200	1.08954E+03
1960	1200	1.09004E+03
2000	1200	1.09025E+03
2040	1200	1.09010E+03
2080	1200	1.09036E+03
2120	1200	1.08998E+03
2160	1200	1.08991E+03
2200	1200	1.08958E+03
2240	1200	1.08948E+03
2280	1200	1.08895E+03
2320	1200	1.08834E+03
2360	1200	1.08826E+03
2400	1200	1.08750E+03
2440	1200	1.08744E+03
2480	1200	1.08631E+03
2520	1200	1.08707E+03
2560	1200	1.08804E+03
2600	1200	1.09000E+03
2640	1200	1.09137E+03
2680	1200	1.09041E+03
2720	1200	1.08913E+03
2760	1200	1.08772E+03
2800	1200	1.08631E+03
2840	1200	1.08494E+03
2880	1200	1.08349E+03
2920	1200	1.08220E+03
2960	1200	1.08144E+03
3000	1200	1.08084E+03
3040	1200	1.08033E+03
3080	1200	1.08029E+03
3120	1200	1.07968E+03
3160	1200	1.07952E+03
3200	1200	1.07954E+03
3240	1200	1.07953E+03
3280	1200	1.07967E+03
3320	1200	1.07973E+03
3360	1200	1.07900E+03
3400	1200	1.07845E+03
3440	1200	1.07761E+03
3480	1200	1.07708E+03
40	1240	1.11085E+03
80	1240	1.11226E+03
120	1240	1.11329E+03
160	1240	1.11195E+03
200	1240	1.10944E+03
240	1240	1.10873E+03
280	1240	1.10836E+03
320	1240	1.10897E+03
360	1240	1.10891E+03
400	1240	1.10865E+03
440	1240	1.10864E+03
480	1240	1.10869E+03
520	1240	1.10898E+03
560	1240	1.10907E+03
600	1240	1.11010E+03
640	1240	1.11049E+03
680	1240	1.11062E+03
720	1240	1.11079E+03
760	1240	1.11077E+03
800	1240	1.11028E+03
840	1240	1.10974E+03
880	1240	1.10882E+03
920	1240	1.10800E+03
960	1240	1.10697E+03
1000	1240	1.10563E+03
1040	1240	1.10522E+03
1080	1240	1.10292E+03
1120	1240	1.10129E+03
1160	1240	1.09915E+03
1200	1240	1.09750E+03
1240	1240	1.09445E+03
1280	1240	1.09345E+03
1320	1240	1.09255E+03
1360	1240	1.09109E+03
1400	1240	1.09009E+03
1440	1240	1.08988E+03
1480	1240	1.09006E+03
1520	1240	1.09015E+03
1560	1240	1.09080E+03
1600	1240	1.09184E+03
1640	1240	1.09210E+03
1680	1240	1.09213E+03
1720	1240	1.09211E+03
1760	1240	1.09109E+03
1800	1240	1.08962E+03
1840	1240	1.08872E+03
1880	1240	1.08770E+03
1920	1240	1.08716E+03
1960	1240	1.08790E+03
2000	1240	1.08858E+03
2040	1240	1.08872E+03
2080	1240	1.08884E+03
2120	1240	1.08861E+03
2160	1240	1.08845E+03
2200	1240	1.08828E+03
2240	1240	1.08855E+03
2280	1240	1.08793E+03
2320	1240	1.08718E+03
2360	1240	1.08686E+03
2400	1240	1.08657E+03
2440	1240	1.08572E+03
2480	1240	1.08495E+03
2520	1240	1.08565E+03
2560	1240	1.08692E+03
2600	1240	1.08873E+03
2640	1240	1.09048E+03
2680	1240	1.08951E+03
2720	1240	1.08845E+03
2760	1240	1.08705E+03
2800	1240	1.08557E+03
2840	1240	1.08400E+03
2880	1240	1.08324E+03
2920	1240	1.08197E+03
2960	1240	1.08113E+03
3000	1240	1.08054E+03
3040	1240	1.08004E+03
3080	1240	1.08005E+03
3120	1240	1.08001E+03
3160	1240	1.07982E+03
3200	1240	1.07984E+03
3240	1240	1.07963E+03
3280	1240	1.07984E+03
3320	1240	1.07961E+03
3360	1240	1.07936E+03
3400	1240	1.07887E+03
3440	1240	1.07760E+03
3480	1240	1.07636E+03
40	1280	1.11043E+03
80	1280	1.11176E+03
120	1280	1.11320E+03
160	1280	1.10944E+03
200	1280	1.10938E+03
240	1280	1.10909E+03
280	1280	1.10917E+03
320	1280	1.10927E+03
360	1280	1.10948E+03
400	1280	1.10964E+03
440	1280	1.10974E+03
480	1280	1.11004E+03
520	1280	1.11011E+03
560	1280	1.11037E+03
600	1280	1.11048E+03
640	1280	1.11082E+03
680	1280	1.11076E+03
720	1280	1.11040E+03
760	1280	1.11015E+03
800	1280	1.11008E+03
840	1280	1.10911E+03
880	1280	1.10809E+03
920	1280	1.10768E+03
960	1280	1.10648E+03
1000	1280	1.10459E+03
1040	1280	1.10254E+03
1080	1280	1.10057E+03
1120	1280	1.09870E+03
1160	1280	1.09729E+03
1200	1280	1.09598E+03
1240	1280	1.09361E+03
1280	1280	1.09254E+03
1320	1280	1.09110E+03
1360	1280	1.08958E+03
1400	1280	1.08840E+03
1440	1280	1.08751E+03
1480	1280	1.08712E+03
1520	1280	1.08780E+03
1560	1280	1.08828E+03
1600	1280	1.08896E+03
1640	1280	1.08936E+03
1680	1280	1.08980E+03
1720	1280	1.08968E+03
1760	1280	1.08861E+03
1800	1280	1.08749E+03
1840	1280	1.08717E+03
1880	1280	1.08626E+03
1920	1280	1.08571E+03
1960	1280	1.08646E+03
2000	1280	1.08770E+03
2040	1280	1.08806E+03
2080	1280	1.08822E+03
2120	1280	1.08795E+03
2160	1280	1.08767E+03
2200	1280	1.08761E+03
2240	1280	1.08728E+03
2280	1280	1.08689E+03
2320	1280	1.08654E+03
2360	1280	1.08618E+03
2400	1280	1.08586E+03
2440	1280	1.08562E+03
2480	1280	1.08483E+03
2520	1280	1.08511E+03
2560	1280	1.08646E+03
2600	1280	1.08749E+03
2640	1280	1.08920E+03
2680	1280	1.08845E+03
2720	1280	1.08731E+03
2760	1280	1.08659E+03
2800	1280	1.08507E+03
2840	1280	1.08422E+03
2880	1280	1.08310E+03
2920	1280	1.08158E+03
2960	1280	1.08077E+03
3000	1280	1.07997E+03
3040	1280	1.07979E+03
3080	1280	1.07969E+03
3120	1280	1.07981E+03
3160	1280	1.07942E+03
3200	1280	1.07947E+03
3240	1280	1.07946E+03
3280	1280	1.07964E+03
3320	1280	1.07975E+03
3360	1280	1.07971E+03
3400	1280	1.07896E+03
3440	1280	1.07804E+03
3480	1280	1.07660E+03
40	1320	1.10919E+03
80	1320	1.11159E+03
120	1320	1.11116E+03
160	1320	1.10956E+03
200	1320	1.10968E+03
240	1320	1.10928E+03
280	1320	1.10901E+03
320	1320	1.10982E+03
360	1320	1.11071E+03
400	1320	1.11102E+03
440	1320	1.11091E+03
480	1320	1.11125E+03
520	1320	1.11149E+03
560	1320	1.11087E+03
600	1320	1.11079E+03
640	1320	1.11098E+03
680	1320	1.11053E+03
720	1320	1.10992E+03
760	1320	1.10980E+03
800	1320	1.10931E+03
840	1320	1.10866E+03
880	1320	1.10795E+03
920	1320	1.10707E+03
960	1320	1.10476E+03
1000	1320	1.10264E+03
1040	1320	1.10058E+03
1080	1320	1.09860E+03
1120	1320	1.09713E+03
1160	1320	1.09579E+03
1200	1320	1.09470E+03
1240	1320	1.09141E+03
1280	1320	1.09042E+03
1320	1320	1.08964E+03
1360	1320	1.08807E+03
1400	1320	1.08617E+03
1440	1320	1.08517E+03
1480	1320	1.08522E+03
1520	1320	1.08561E+03
1560	1320	1.08598E+03
1600	1320	1.08593E+03
1640	1320	1.08612E+03
1680	1320	1.08619E+03
1720	1320	1.08664E+03
1760	1320	1.08637E+03
1800	1320	1.08601E+03
1840	1320	1.08593E+03
1880	1320	1.08515E+03
1920	1320	1.08526E+03
1960	1320	1.08616E+03
2000	1320	1.08639E+03
2040	1320	1.08706E+03
2080	1320	1.08783E+03
2120	1320	1.08782E+03
2160	1320	1.08702E+03
2200	1320	1.08666E+03
2240	1320	1.08673E+03
2280	1320	1.08636E+03
2320	1320	1.08606E+03
2360	1320	1.08623E+03
2400	1320	1.08576E+03
2440	1320	1.08536E+03
2480	1320	1.08513E+03
2520	1320	1.08523E+03
2560	1320	1.08618E+03
2600	1320	1.08724E+03
2640	1320	1.08849E+03
2680	1320	1.08729E+03
2720	1320	1.08661E+03
2760	1320	1.08585E+03
2800	1320	1.08482E+03
2840	1320	1.08385E+03
2880	1320	1.08257E+03
2920	1320	1.08113E+03
2960	1320	1.08053E+03
3000	1320	1.07994E+03
3040	1320	1.07956E+03
3080	1320	1.07931E+03
3120	1320	1.07951E+03
3160	1320	1.07921E+03
3200	1320	1.07940E+03
3240	1320	1.07913E+03
3280	1320	1.07955E+03
3320	1320	1.07962E+03
3360	1320	1.07990E+03
3400	1320	1.07989E+03
3440	1320	1.07863E+03
3480	1320	1.07774E+03
40	1360	1.10893E+03
80	1360	1.11011E+03
120	1360	1.11019E+03
160	1360	1.10975E+03
200	1360	1.10961E+03
240	1360	1.10938E+03
280	1360	1.10982E+03
320	1360	1.11067E+03
360	1360	1.11165E+03
400	1360	1.11215E+03
440	1360	1.11243E+03
480	1360	1.11249E+03
520	1360	1.11205E+03
560	1360	1.11153E+03
600	1360	1.11112E+03
640	1360	1.11060E+03
680	1360	1.11005E+03
720	1360	1.10968E+03
760	1360	1.10920E+03
800	1360	1.10877E+03
840	1360	1.10802E+03
880	1360	1.10750E+03
920	1360	1.10578E+03
960	1360	1.10337E+03
1000	1360	1.10053E+03
1040	1360	1.09869E+03
1080	1360	1.09761E+03
1120	1360	1.09593E+03
1160	1360	1.09446E+03
1200	1360	1.09278E+03
1240	1360	1.08882E+03
1280	1360	1.08785E+03
1320	1360	1.08717E+03
1360	1360	1.08620E+03
1400	1360	1.08460E+03
1440	1360	1.08380E+03
1480	1360	1.08357E+03
1520	1360	1.08373E+03
1560	1360	1.08430E+03
1600	1360	1.08465E+03
1640	1360	1.08457E+03
1680	1360	1.08481E+03
1720	1360	1.08477E+03
1760	1360	1.08521E+03
1800	1360	1.08515E+03
1840	1360	1.08528E+03
1880	1360	1.08478E+03
1920	1360	1.08509E+03
1960	1360	1.08618E+03
2000	1360	1.08614E+03
2040	1360	1.08680E+03
2080	1360	1.08724E+03
2120	1360	1.08782E+03
2160	1360	1.08668E+03
2200	1360	1.08583E+03
2240	1360	1.08587E+03
2280	1360	1.08593E+03
2320	1360	1.08580E+03
2360	1360	1.08651E+03
2400	1360	1.08638E+03
2440	1360	1.08567E+03
2480	1360	1.08586E+03
2520	1360	1.08631E+03
2560	1360	1.08687E+03
2600	1360	1.08752E+03
2640	1360	1.08803E+03
2680	1360	1.08716E+03
2720	1360	1.08657E+03
2760	1360	1.08542E+03
2800	1360	1.08456E+03
2840	1360	1.08368E+03
2880	1360	1.08193E+03
2920	1360	1.08066E+03
2960	1360	1.08035E+03
3000	1360	1.07988E+03
3040	1360	1.07934E+03
3080	1360	1.07942E+03
3120	1360	1.07932E+03
3160	1360	1.07910E+03
3200	1360	1.07941E+03
3240	1360	1.07924E+03
3280	1360	1.07965E+03
3320	1360	1.07979E+03
3360	1360	1.07993E+03
3400	1360	1.08007E+03
3440	1360	1.07901E+03
3480	1360	1.07760E+03
40	1400	1.10902E+03
80	1400	1.11004E+03
120	1400	1.10928E+03
160	1400	1.10939E+03
200	1400	1.11003E+03
240	1400	1.10995E+03
280	1400	1.11047E+03
320	1400	1.11119E+03
360	1400	1.11184E+03
400	1400	1.11271E+03
440	1400	1.11293E+03
480	1400	1.11312E+03
520	1400	1.11227E+03
560	1400	1.11164E+03
600	1400	1.11101E+03
640	1400	1.11034E+03
680	1400	1.10998E+03
720	1400	1.10898E+03
760	1400	1.10828E+03
800	1400	1.10792E+03
840	1400	1.10729E+03
880	1400	1.10646E+03
920	1400	1.10386E+03
960	1400	1.10096E+03
1000	1400	1.09899E+03
1040	1400	1.09727E+03
1080	1400	1.09614E+03
1120	1400	1.09535E+03
1160	1400	1.09281E+03
1200	1400	1.09102E+03
1240	1400	1.08703E+03
1280	1400	1.08597E+03
1320	1400	1.08503E+03
1360	1400	1.08406E+03
1400	1400	1.08281E+03
1440	1400	1.08232E+03
1480	1400	1.08205E+03
1520	1400	1.08276E+03
1560	1400	1.08297E+03
1600	1400	1.08349E+03
1640	1400	1.08393E+03
1680	1400	1.08414E+03
1720	1400	1.08414E+03
1760	1400	1.08462E+03
1800	1400	1.08484E+03
1840	1400	1.08531E+03
1880	1400	1.08460E+03
1920	1400	1.08518E+03
1960	1400	1.08609E+03
2000	1400	1.08655E+03
2040	1400	1.08709E+03
2080	1400	1.08760E+03
2120	1400	1.08738E+03
2160	1400	1.08596E+03
2200	1400	1.08513E+03
2240	1400	1.08566E+03
2280	1400	1.08575E+03
2320	1400	1.08572E+03
2360	1400	1.08659E+03
2400	1400	1.08607E+03
2440	1400	1.08580E+03
2480	1400	1.08647E+03
2520	1400	1.08719E+03
2560	1400	1.08782E+03
2600	1400	1.08775E+03
2640	1400	1.08812E+03
2680	1400	1.08725E+03
2720	1400	1.08685E+03
2760	1400	1.08540E+03
2800	1400	1.08435E+03
2840	1400	1.08266E+03
2880	1400	1.08115E+03
2920	1400	1.08053E+03
2960	1400	1.08023E+03
3000	1400	1.08002E+03
3040	1400	1.07904E+03
3080	1400	1.07889E+03
3120	1400	1.07896E+03
3160	1400	1.07932E+03
3200	1400	1.07972E+03
3240	1400	1.07965E+03
3280	1400	1.08003E+03
3320	1400	1.08004E+03
3360	1400	1.08012E+03
3400	1400	1.08036E+03
3440	1400	1.07871E+03
3480	1400	1.07748E+03
40	1440	1.10857E+03
80	1440	1.10922E+03
120	1440	1.10947E+03
160	1440	1.10970E+03
200	1440	1.11013E+03
240	1440	1.10999E+03
280	1440	1.11054E+03
320	1440	1.11106E+03
360	1440	1.11186E+03
400	1440	1.11290E+03
440	1440	1.11316E+03
480	1440	1.11317E+03
520	1440	1.11230E+03
560	1440	1.11150E+03
600	1440	1.11084E+03
640	1440	1.10989E+03
680	1440	1.10945E+03
720	1440	1.10848E+03
760	1440	1.10753E+03
800	1440	1.10677E+03
840	1440	1.10623E+03
880	1440	1.10516E+03
920	1440	1.10209E+03
960	1440	1.09975E+03
1000	1440	1.09792E+03
1040	1440	1.09638E+03
1080	1440	1.09530E+03
1120	1440	1.09393E+03
1160	1440	1.09089E+03
1200	1440	1.08853E+03
1240	1440	1.08619E+03
1280	1440	1.08481E+03
1320	1440	1.08369E+03
1360	1440	1.08316E+03
1400	1440	1.08229E+03
1440	1440	1.08161E+03
1480	1440	1.08161E+03
1520	1440	1.08175E+03
1560	1440	1.08215E+03
1600	1440	1.08273E+03
1640	1440	1.08312E+03
1680	1440	1.08374E+03
1720	1440	1.08395E+03
1760	1440	1.08455E+03
1800	1440	1.08512E+03
1840	1440	1.08552E+03
1880	1440	1.08529E+03
1920	1440	1.08515E+03
1960	1440	1.08676E+03
2000	1440	1.08689E+03
2040	1440	1.08711E+03
2080	1440	1.08779E+03
2120	1440	1.08725E+03
2160	1440	1.08534E+03
2200	1440	1.08442E+03
2240	1440	1.08540E+03
2280	1440	1.08522E+03
2320	1440	1.08563E+03
2360	1440	1.08614E+03
2400	1440	1.08629E+03
2440	1440	1.08621E+03
2480	1440	1.08691E+03
2520	1440	1.08775E+03
2560	1440	1.08821E+03
2600	1440	1.08838E+03
2640	1440	1.08831E+03
2680	1440	1.08771E+03
2720	1440	1.08698E+03
2760	1440	1.08594E+03
2800	1440	1.08425E+03
2840	1440	1.08250E+03
2880	1440	1.08117E+03
2920	1440	1.08041E+03
2960	1440	1.08024E+03
3000	1440	1.08022E+03
3040	1440	1.07933E+03
3080	1440	1.07939E+03
3120	1440	1.07866E+03
3160	1440	1.07905E+03
3200	1440	1.07970E+03
3240	1440	1.07982E+03
3280	1440	1.08056E+03
3320	1440	1.08037E+03
3360	1440	1.08032E+03
3400	1440	1.08055E+03
3440	1440	1.07880E+03
3480	1440	1.07773E+03
40	1480	1.10898E+03
80	1480	1.10986E+03
120	1480	1.10934E+03
160	1480	1.10964E+03
200	1480	1.11005E+03
240	1480	1.11020E+03
280	1480	1.11038E+03
320	1480	1.11148E+03
360	1480	1.11209E+03
400	1480	1.11312E+03
440	1480	1.11356E+03
480	1480	1.11331E+03
520	1480	1.11261E+03
560	1480	1.11161E+03
600	1480	1.11067E+03
640	1480	1.10969E+03
680	1480	1.10911E+03
720	1480	1.10806E+03
760	1480	1.10711E+03
800	1480	1.10583E+03
840	1480	1.10466E+03
880	1480	1.10304E+03
920	1480	1.10065E+03
960	1480	1.09817E+03
1000	1480	1.09693E+03
1040	1480	1.09575E+03
1080	1480	1.09448E+03
1120	1480	1.09245E+03
1160	1480	1.08957E+03
1200	1480	1.08723E+03
1240	1480	1.08532E+03
1280	1480	1.08424E+03
1320	1480	1.08374E+03
1360	1480	1.08316E+03
1400	1480	1.08235E+03
1440	1480	1.08121E+03
1480	1480	1.08110E+03
1520	1480	1.08119E+03
1560	1480	1.08141E+03
1600	1480	1.08246E+03
1640	1480	1.08260E+03
1680	1480	1.08333E+03
1720	1480	1.08417E+03
1760	1480	1.08478E+03
1800	1480	1.08558E+03
1840	1480	1.08600E+03
1880	1480	1.08577E+03
1920	1480	1.08615E+03
1960	1480	1.08717E+03
2000	1480	1.08755E+03
2040	1480	1.08782E+03
2080	1480	1.08831E+03
2120	1480	1.08719E+03
2160	1480	1.08490E+03
2200	1480	1.08423E+03
2240	1480	1.08481E+03
2280	1480	1.08533E+03
2320	1480	1.08588E+03
2360	1480	1.08637E+03
2400	1480	1.08667E+03
2440	1480	1.08636E+03
2480	1480	1.08758E+03
2520	1480	1.08822E+03
2560	1480	1.08878E+03
2600	1480	1.08930E+03
2640	1480	1.08919E+03
2680	1480	1.08851E+03
2720	1480	1.08769E+03
2760	1480	1.08584E+03
2800	1480	1.08482E+03
2840	1480	1.08306E+03
2880	1480	1.08173E+03
2920	1480	1.08117E+03
2960	1480	1.08091E+03
3000	1480	1.08037E+03
3040	1480	1.07956E+03
3080	1480	1.07942E+03
3120	1480	1.07895E+03
3160	1480	1.07896E+03
3200	1480	1.07958E+03
3240	1480	1.07974E+03
3280	1480	1.08008E+03
3320	1480	1.08041E+03
3360	1480	1.07967E+03
3400	1480	1.08015E+03
3440	1480	1.07836E+03
3480	1480	1.07641E+03
40	1520	1.10801E+03
80	1520	1.10953E+03
120	1520	1.10923E+03
160	1520	1.10935E+03
200	1520	1.11007E+03
240	1520	1.11017E+03
280	1520	1.11073E+03
320	1520	1.11175E+03
360	1520	1.11248E+03
400	1520	1.11335E+03
440	1520	1.11307E+03
480	1520	1.11295E+03
520	1520	1.11211E+03
560	1520	1.11133E+03
600	1520	1.11048E+03
640	1520	1.10965E+03
680	1520	1.10855E+03
720	1520	1.10732E+03
760	1520	1.10622E+03
800	1520	1.10510E+03
840	1520	1.10323E+03
880	1520	1.10169E+03
920	1520	1.09960E+03
960	1520	1.09788E+03
1000	1520	1.09672E+03
1040	1520	1.09523E+03
1080	1520	1.09390E+03
1120	1520	1.09130E+03
1160	1520	1.08858E+03
1200	1520	1.08624E+03
1240	1520	1.08437E+03
1280	1520	1.08390E+03
1320	1520	1.08348E+03
1360	1520	1.08296E+03
1400	1520	1.08234E+03
1440	1520	1.08133E+03
1480	1520	1.08085E+03
1520	1520	1.08082E+03
1560	1520	1.08141E+03
1600	1520	1.08250E+03
1640	1520	1.08303E+03
1680	1520	1.08422E+03
1720	1520	1.08459E+03
1760	1520	1.08581E+03
1800	1520	1.08615E+03
1840	1520	1.08680E+03
1880	1520	1.08749E+03
1920	1520	1.08796E+03
1960	1520	1.08832E+03
2000	1520	1.08861E+03
2040	1520	1.08884E+03
2080	1520	1.08926E+03
2120	1520	1.08788E+03
2160	1520	1.08474E+03
2200	1520	1.08462E+03
2240	1520	1.08549E+03
